"MMSI","ais_imo","ais_shipname","ais_callsign","vessel_flag_best","vessel_class_best","geartype_best","trip_start","start_port_iso3","start_port_label","trip_start_confidence","trip_duration_days","num_encounters","num_loitering","num_fishing","npg_2026_phase_1","npg_2026_phase_2","vv_url","skylight_IMO","skylight_Name","skylight_Skylight.Link","skylight_dark_rendezvous","skylight_eo_landsat_8_9","skylight_fishing_activity_history","skylight_standard_rendezvous","skylight_viirs","IHS_GrossTonnage","IHS_LengthOverallLOA.Meters.","IHS_YearOfBuild","IHS_ExName","IHS_PortofRegistry","CountryOfControlName","IHS_GroupBeneficialOwner","IHS_RegisteredOwner","IHS_RegisteredOwnerCountryOfRegistration","IHS_Operator","IHS_ShipManager","IHS_TechnicalManager","Non.Compliance.History..yes...sister.ship.","Type.of.Non.Compliance","Vessel.Non.Compliance.Description","SisterShip.s.Type.of.Non.Compliance","Sister.Ship.Non.Compliance.Description","SisterShipWithNonComplianceConcerns","Sources","phase1_2025","phase2_2025","inital_list_2026"
"431709000","9816139","FUKUSHIMA MARU","7KBD","JPN","fishing","inconclusive",2026-05-14 07:04:40,"JPN","ONAHAMA",4,17.67,0,5,26,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c1e786cc3-32ce-3a14-d74b-b4f852b7400a?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,957,63.65,2017,"","IWAKI, FUKUSHIMA","JAPAN"," ","FUKUSHIMA PREFECTURE IWAKI","","FUKUSHIMA PREFECTURE IWAKI","FUKUSHIMA PREFECTURE IWAKI"," ","","","","","","","",FALSE,TRUE,FALSE
"431715000",NA,"TAIKOMARU",NA,"JPN","fishing","drifting_longlines",2026-05-02 22:56:26,"JPN","SHIOGAMA",4,29.04,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/17b40a9b9-9ab4-cbe4-a085-e717d7940372?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,19,0,1995,"","MUROTO, KOCHI","JAPAN","TANAKA FISHERIES CO LTD","TANAKA FISHERIES CO LTD","JAPAN","TANAKA FISHERIES CO LTD","TANAKA FISHERIES CO LTD"," ","","","","","","","",TRUE,FALSE,FALSE
"431722000","9115250","TOYOKUNI MARU NO.8","JEHR","JPN","fishing","pole_and_line",2026-05-30 02:35:26,"JPN","YAIZU",3,1.88,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6954ef47e-ec35-8504-148f-d2f4c715dd0a?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431768000",NA,"NIKKO MARU N0,11","JDNH","JPN","fishing","pole_and_line",2026-05-14 07:04:42,"JPN","HIMEJI",4,17.67,0,9,12,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a12f87592-2ea4-920d-513a-f7e582437c69?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,499,65.07,1995,"KOEI MARU NO. 11","OMAEZAKI, SHIZUOKA","JAPAN"," ","NIKKO SUISAN KK","JAPAN","NIKKO SUISAN KK","NIKKO SUISAN KK"," ","","","","","","","",TRUE,FALSE,FALSE
"431769000",NA,"NIKKO MARU NO.1","JEIK","JPN","fishing","pole_and_line",2026-05-21 22:32:01,"JPN","IESHIMA",4,10.04,0,4,12,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5d2644d71-1f0a-de8c-1320-1d35c29cab5d?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,495,62,1995,"","OMAEZAKI, SHIZUOKA","JAPAN"," ","NIKKO SUISAN KK","JAPAN","NIKKO SUISAN KK","NIKKO SUISAN KK"," ","","","","","","","",TRUE,FALSE,FALSE
"431782000",NA,"KESEN MARU",NA,"JPN","fishing","drifting_longlines",2026-05-11 09:59:08,"JPN","KESENNUMA",4,20.58,0,17,23,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f1135590d-d52f-092f-55a3-17e0e193326d?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,240,38.91,2022,"","KESENNUMA, MIYAGI","JAPAN"," ","KESENNUMA KANAE GYOGYO KK","JAPAN","KESENNUMA KANAE GYOGYO KK","KESENNUMA KANAE GYOGYO KK"," ","","","","","","","",TRUE,FALSE,FALSE
"431783000","9273909","ANDROMEDA LEADER","7KMB","JPN","fishing","inconclusive",2026-05-23 09:11:11,"JPN","MIKAWA",4,8.58,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c784b054a-ae8c-dbab-cd29-f57336fa805b?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431801000","9119751","MEIHO MARU NO.22","JDUT","JPN","fishing","pole_and_line",2026-05-26 02:02:28,"JPN","ISHINOMAKI",4,5.88,0,0,3,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/46253ee96-6e85-1b40-7519-f7171e287b13?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,499,0,1995,"KYOYO MARU NO. 2","SHIOGAMA, MIYAGI","JAPAN"," ","MEIHO GYOGYO KK","JAPAN","MEIHO GYOGYO KK","MEIHO GYOGYO KK"," ","","","","","","","",TRUE,FALSE,FALSE
"431801340",NA,"SUZUMARU NO.78","JD4270","JPN","fishing","squid_jigger",2026-05-14 23:40:55,"JPN","HAKODATE",4,17,0,3,7,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/baee117e1-12c8-b729-0a89-69be2e668bad?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431801390",NA,"SEIRYOUMARU NO.65","JD2755","JPN","fishing","squid_jigger",2026-05-13 02:58:39,"JPN","HAKODATE",4,18.88,0,5,4,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a71044eeb-b375-8826-8c14-edb2eed6d9fe?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,183,0,2000,"","SHIRIUCHI, HOKKAIDO","JAPAN"," ","OHARA GYOGYOBU","","OHARA GYOGYOBU","OHARA GYOGYOBU"," ","","","","","","","",FALSE,TRUE,FALSE
"431864000","9942017","GLORIOUS ROSE","7KNW","JPN","fishing","drifting_longlines",2026-05-29 00:40:01,"CHN","HONGKONG",4,2.96,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3e352924e-e96a-6bbd-a139-fe0a7260556a?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431882000","9658927","SHOHAKU","7KNX","JPN","fishing","drifting_longlines",2026-05-23 10:17:06,"CAN","TSAWWASSEN",4,8.54,0,0,7,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/faf6814aa-abf3-38e4-45da-9bb75d68a28c?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431900028",NA,"EIHOUMARU NO31","JH3310","JPN","fishing","squid_jigger",2026-05-10 12:17:41,"JPN","JPN-304",4,21.46,0,11,7,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/334220b6d-df6e-8d43-f2fb-e6745d62efb8?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,177,40.01,1995,"KINSEI MARU NO. 8","NOTO, ISHIKAWA","JAPAN"," ","KINSEI SUISAN","","KINSEI SUISAN","KINSEI SUISAN"," ","","","","","","","",FALSE,TRUE,FALSE
"431900036",NA,"WAZIMAMARU NO.23","JJGQ","JPN","fishing","fishing",2026-05-14 04:28:00,"JPN","HAKODATE",4,17.79,0,5,7,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a39d33544-40a4-0534-088e-de590d1adc67?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431900038",NA,"HOURAI-MARU/NO28",NA,"JPN","fishing","fishing",2026-05-13 05:32:12,"JPN","HAKODATE",4,18.75,0,8,9,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5a1a8ab22-2f76-3048-a798-96e814faeff5?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431903000","9156747","INARIMARU NO83","JHQK","JPN","fishing","pole_and_line",2026-05-16 10:11:58,"JPN","HIMEJI",4,15.54,0,9,20,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ae31ded75-5106-9472-8da7-4182697dd1c6?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,499,66,1997,"","KAMISU, IBARAKI","JAPAN"," ","HIROYA SUISAN KK","JAPAN","HIROYA SUISAN KK","HIROYA SUISAN KK","HIROYA SUISAN KK","","","","","","","",TRUE,FALSE,FALSE
"431914000","9161601","KIYO MARU NO.88","JBSW","JPN","fishing","pole_and_line",2026-05-25 22:29:21,"JPN","JPN-356",4,6.04,0,4,4,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8556142cc-cfe7-607c-89e7-cef9d3e74749?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,455,61,1997,"","KESENNUMA, MIYAGI","JAPAN"," ","KANESHIMEICHI","JAPAN","KANESHIMEICHI","KANESHIMEICHI"," ","","","","","","","",TRUE,FALSE,FALSE
"431931000",NA,"NO.85KOFUKUMARU","JD2708","JPN","fishing","squid_jigger",2026-05-10 04:04:59,"JPN","HAKODATE",4,21.79,0,6,8,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fea1a7f91-115a-a9cf-df49-e81050b58878?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,184,0,1997,"WAKASHIO MARU NO. 85","OTARU, HOKKAIDO","JAPAN"," ","ISHIGAKI GYOGYO","","ISHIGAKI GYOGYO","ISHIGAKI GYOGYO"," ","","","","","","","",FALSE,TRUE,FALSE
"431935000","9162576","NIKKO MARU NO51","JFJX","JPN","fishing","pole_and_line",2026-05-23 04:12:03,"JPN","ISHINOMAKI",4,8.79,0,3,8,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9c893939e-e954-021b-f94e-a1c97fb94098?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,499,65,1997,"OTOSHIRO MARU NO. 3","OMAEZAKI, SHIZUOKA","JAPAN"," ","NIKKO MARINE","JAPAN","NIKKO MARINE","NIKKO MARINE"," ","","","","","","","",TRUE,FALSE,FALSE
"432256000",NA,"TATSUYOSHIMARU","JM6661","JPN","fishing","pole_and_line",2026-05-29 02:52:54,"JPN","JPN-488",4,2.88,0,1,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f6c3fbbe0-006a-376c-1216-377cb28ff5c3?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,119,0,2000,"MASA MARU NO. 88","NICHINAN, MIYAZAKI","JAPAN"," ","TAKAMARU SUISAN","","TAKAMARU SUISAN","TAKAMARU SUISAN"," ","","","","","","","",FALSE,TRUE,FALSE
"432378000",NA,"SEIEI MARU",NA,"JPN","fishing","set_longlines",2026-05-30 21:40:57,"JPN","KESENNUMA",3,1.08,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4875c73b6-6467-1070-486a-f8af104838e8?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"432384000",NA,"GENKICHI MARU NO.27","JH3485","JPN","fishing","pole_and_line",2026-05-30 23:17:50,"JPN","JPN-488",4,1,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cbcc6eb36-6ade-64cf-bc19-5182e73011d1?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,149,0,2003,"","SHIMA, MIE","JAPAN"," ","GENKICHI GYOGYO","","GENKICHI GYOGYO","GENKICHI GYOGYO"," ","","","","","","","",FALSE,TRUE,FALSE
"432425000",NA,"SEIRYU MARU NO.5","JM6734","JPN","fishing","pole_and_line",2026-05-29 06:13:59,"JPN","TATEYAMA",4,2.71,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0283ff807-71ef-c4dd-6ed2-43084ed354e2?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,119,39,2003,"","NICHINAN, MIYAZAKI","JAPAN"," ","ASANO SUISAN YK","","ASANO SUISAN YK","ASANO SUISAN YK"," ","","","","","","","",FALSE,TRUE,FALSE
"432441000",NA,"MYOJINMARU  NO.151","JL6647","JPN","fishing","pole_and_line",2026-05-27 04:20:02,"JPN","TATEYAMA",4,4.79,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d1ebf1cd8-8aec-3768-6979-63e0c2348bfc?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,167,43,2003,"","KUROSHIO, KOCHI","JAPAN"," ","MYOJIN MARU","","MYOJIN MARU","MYOJIN MARU"," ","","","","","","","",FALSE,TRUE,FALSE
"432507000","9326263","INARIMARU NO.85","7JAN","JPN","fishing","pole_and_line",2026-05-30 21:03:46,"JPN","YAIZU",3,1.08,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ae6658437-7ca3-30f3-f014-f554c1eb0b9b?&start=2026-04-30&end=2026-06-02"")",9326263,"INARIMARU NO.85","https://app.skylight.earth/vesseldetails/432507000?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,1,0,0,741,66.06,2005,"","KAMISU, IBARAKI","JAPAN"," ","HIROYA YK","JAPAN","HIROYA YK","HIROYA YK"," ","","","","","","","",TRUE,FALSE,FALSE
"432561000",NA,"KOUEI_MARU_NO.31","JD2294","JPN","fishing","drifting_longlines",2026-05-24 01:52:13,"JPN","KESENNUMA",4,7.92,0,6,13,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ea44acf90-067e-754f-c8f9-dedc7cffc89a?&start=2026-04-30&end=2026-06-02"")",9099286,"KOUEI-MARU-NO.31","https://app.skylight.earth/vesseldetails/432561000?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,2,0,0,149,35.41,2006,"KAISEI MARU","MINAMISANRIKU, MIYAGI","JAPAN"," ","KONDO GYOGYOBU","JAPAN","KONDO GYOGYOBU","KONDO GYOGYOBU"," ","","","","","","","",TRUE,FALSE,TRUE
"432635000",NA,"SOHO MARU NO.83",NA,"JPN","fishing","tuna_purse_seines",2026-05-29 23:17:25,"JPN","ISHINOMAKI",4,2,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9a356d0c8-8168-d9b9-e740-21b069113965?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"432706000","9524877","YAIZU","7JEW","JPN","fishing","inconclusive",2026-05-28 03:58:07,"JPN","YAIZU",3,3.83,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e51762652-28c5-e78a-1ba0-503dce2969cb?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,559,65,2009,"","SHIZUOKA, SHIZUOKA","JAPAN"," ","SHIZUOKA PREFECTURAL OFFICE","","SHIZUOKA PREFECTURAL OFFICE","SHIZUOKA PREFECTURAL OFFICE"," ","","","","","","","",FALSE,TRUE,FALSE
"432753000","9580948","KAIYUMARU","7JGB","JPN","fishing","fishing",2026-05-28 01:55:56,"USA","HONOLULU",4,3.92,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5fcbeafce-e605-9efc-7eb8-0be450ad0593?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,998,67.74,2010,"","FUKUOKA, FUKUOKA","JAPAN"," ","FUKUOKA PREFECTURE","JAPAN","FUKUOKA PREFECTURE","FUKUOKA PREFECTURE"," ","","","","","","","",TRUE,FALSE,FALSE
"432761000",NA,"SHINMEI MARU","JD3068","JPN","fishing","drifting_longlines",2026-05-16 23:19:49,"JPN","KESENNUMA",4,15,0,8,17,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d8433aace-e861-3f6c-4169-0678258b15e7?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,145,38.86,2010,"SYORYO MARU NO. 7","KESENNUMA, MIYAGI","JAPAN"," ","KESENNUMA KANAE GYOGYO KK","JAPAN","KESENNUMA KANAE GYOGYO KK","KESENNUMA KANAE GYOGYO KK"," ","","","","","","","",TRUE,FALSE,FALSE
"432776000",NA,"YUKIMARU NO17",NA,"JPN","fishing","drifting_longlines",2026-05-28 03:19:45,"JPN","KESENNUMA",4,3.83,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/26dcd72f9-9e69-e0b2-798b-b55ebc46e17d?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,119,36.7,2010,"","KESENNUMA, MIYAGI","JAPAN"," ","MARUKITA SHOTEN","JAPAN","MARUKITA SHOTEN","MARUKITA SHOTEN"," ","","","","","","","",TRUE,FALSE,FALSE
"432874000",NA,"NO.81MYOUJINMARU","7JMP","JPN","fishing","squid_jigger",2026-05-10 09:53:15,"JPN","HACHINOHE",4,21.58,0,16,10,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bba006080-011e-e6ea-4962-38c01bf07df3?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,184,41.33,2012,"","OTSUCHI, IWATE","JAPAN"," ","OTSUCHI IKATSURI GYOGYO","","OTSUCHI IKATSURI GYOGYO","OTSUCHI IKATSURI GYOGYO"," ","","","","","","","",FALSE,TRUE,FALSE
"432881000",NA,"HOUSEIMARUN0.8","7JMN","JPN","fishing","set_longlines",2026-04-27 02:25:01,"JPN","KESENNUMA",4,34.88,0,9,20,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/394c97dec-c39d-e529-8514-10bd21bc46ae?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"432895000",NA,"NITTO MARU NO.31",NA,"JPN","fishing","tuna_purse_seines",2026-05-24 09:13:31,"JPN","ISHINOMAKI",4,7.58,0,1,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/521ef7531-1976-5c7b-24f0-7ac9dc1d225b?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"432896000",NA,"KINEIMARU NO.37","7JNS","JPN","fishing","drifting_longlines",2026-05-05 02:24:33,"JPN","KESENNUMA",4,26.88,0,9,5,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5dcc0cfd6-6e5a-6a3e-20b6-d42ec4ac045a?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,119,36.66,2013,"","KESENNUMA, MIYAGI","JAPAN"," ","KESENNUMA ENYO GYOGYO","JAPAN","KESENNUMA ENYO GYOGYO","KESENNUMA ENYO GYOGYO"," ","","","","","","","",TRUE,FALSE,FALSE
"432906000",NA,"SHOSHIN MARU NO.21",NA,"JPN","fishing","squid_jigger",2026-05-14 07:09:36,"JPN","HACHINOHE",4,17.67,0,6,5,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6f5f6aa06-6119-710a-50cc-fb9d7606b500?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,184,41.7,2013,"","HACHINOHE, AOMORI","JAPAN"," ","HACHINOHE KISEN GYOGYO","","MARUKICHI KK","MARUKICHI KK"," ","","","","","","","",FALSE,TRUE,FALSE
"432907000",NA,"TAIKIMARU NO.81","7JOB","JPN","fishing","drifting_longlines",2026-05-28 00:36:54,"JPN","KESENNUMA",3,3.96,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0ef84024d-da6b-a49e-301d-cee9a9fc8ea3?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,119,36.66,2013,"","KESENNUMA, MIYAGI","JAPAN"," ","KESENNUMA ENYO GYOGYO","JAPAN","KESENNUMA ENYO GYOGYO","KESENNUMA ENYO GYOGYO"," ","","","","","","","",TRUE,FALSE,FALSE
"432918000",NA,"SHOEI MARU NO.123","7JOL","JPN","fishing","drifting_longlines",2026-05-30 02:36:44,"JPN","KESENNUMA",4,1.88,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ba7c3abd6-6a63-603a-58f2-6861d639caf0?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,439,57.1,2013,"","KESENNUMA, MIYAGI","JAPAN"," ","KATSUKURA GYOGYO KK","JAPAN","KATSUKURA GYOGYO KK","KATSUKURA GYOGYO KK"," ","","","","","","","",TRUE,FALSE,FALSE
"432927000",NA,"KAIYOMARU NO51","7JNX","JPN","fishing","fishing",2026-04-24 03:31:48,"JPN","ISHINOMAKI",4,37.83,0,28,80,FALSE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7511e062b-bced-709f-fcb3-c0e9406eb2e3?&start=2026-04-30&end=2026-06-02"")",9668427,"KAIYOMARU NO51","https://app.skylight.earth/vesseldetails/432927000?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",1,0,30,0,0,605,61.9,2013,"","HACHINOHE, AOMORI","JAPAN"," ","HACHINOHE KISEN GYOGYO","JAPAN","HACHINOHE KISEN GYOGYO","HACHINOHE KISEN GYOGYO"," ","","","","","","","",TRUE,FALSE,TRUE
"432927000",NA,"KAIYOMARU NO51","7JNX","JPN","fishing","fishing",2026-04-24 03:31:48,"JPN","ISHINOMAKI",4,37.83,0,28,80,FALSE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7511e062b-bced-709f-fcb3-c0e9406eb2e3?&start=2026-04-30&end=2026-06-02"")",9668427,"KAIYOMARU NO51","https://app.skylight.earth/vesseldetails/432927000?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",1,0,30,0,0,605,61.9,2013,"","HACHINOHE, AOMORI","JAPAN"," ","HACHINOHE KISEN GYOGYO","JAPAN","HACHINOHE KISEN GYOGYO","HACHINOHE KISEN GYOGYO"," ","","","","","","","",TRUE,FALSE,TRUE
"432943000","9689861","KAIO MARU NO,81","7JQD","JPN","fishing","drifting_longlines",2026-05-12 06:30:28,"JPN","YAIZU",3,19.71,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d91bb1b53-366d-55fc-2208-9b6bff1abbe9?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,436,57.41,2014,"","ISE, MIE","JAPAN"," ","KAIO MARU GYOGYO","JAPAN","KAIO MARU GYOGYO","KAIO MARU GYOGYO"," ","","","","","","","",TRUE,FALSE,FALSE
"432990000","9721803","FUKUEI MARU NO.58","7JRV","JPN","fishing","drifting_longlines",2026-05-30 11:48:30,"JPN","YAIZU",3,1.5,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/448b7a83f-f00d-f39e-fe41-b29eaa341b31?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"440104000","9477919","MORNING CAMILLA","D7DE","KOR","fishing","tuna_purse_seines",2026-05-30 08:38:49,"AUS","BRISBANE",4,1.63,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/15f68ce5b-b7ba-5763-41ac-4b4ba7b8cacf?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,60876,199.94,2009,"","JEJU","NORWAY","WILSHIP","EUKOR CAR CARRIERS INC","KOREA, SOUTH","EUKOR CAR CARRIERS INC","EUKOR CAR CARRIERS INC","WILHELMSEN SHIP MGMT KOREA LTD","","","","","","","",TRUE,FALSE,FALSE
"440382000","9400409","JBU OPAL","D7KM","KOR","fishing","drifting_longlines",2026-05-17 07:14:38,"KOR","BUSAN",4,14.67,0,0,4,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d20743dea-a9a1-f776-bab8-f71efea0f736?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"440604000","8714231","SHINYUNG.NO.51","6LGQ","KOR","fishing","drifting_longlines",2026-05-16 02:24:22,"KOR","BUSAN",4,15.88,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6dad8c557-7ca7-f129-8733-f544b9794bba?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
