Vessel_Name,MMSI,IMO,gfw_flag,CallSign,IHS_GrossTonnage,IHS_LengthOverallLOA(Meters),IHS_YearOfBuild,IHS_ExName,geartype_best,IHS_PortofRegistry,CountryOfControlName,IHS_GroupBeneficialOwner,IHS_RegisteredOwner,IHS_RegisteredOwnerCountryOfRegistration,IHS_Operator,IHS_ShipManager,IHS_TechnicalManager,Non-Compliance History (yes / sister ship),Type of Non-Compliance,Vessel Non-Compliance Description,SisterShip(s)Type of Non-Compliance,Sister Ship Non-Compliance Description,SisterShipWithNonComplianceConcerns,Sources,poor_id,trip_start,trip_duration_days,start_port_iso3,start_port_label,in_transit_aoi_p1,in_transit_aoi_p2,in_primary_area_p1,in_primary_area_p2,num_encounters,num_loitering,num_fishing,vv_url,skylight_url,transit_p1_dark_rendezvous,transit_p1_fishing_activity_history,transit_p1_standard_rendezvous,transit_p1_viirs,transit_p1_sar_sentinel1,transit_p1_eo_sentinel2,transit_p1_eo_landsat_8_9,transit_p2_dark_rendezvous,transit_p2_fishing_activity_history,transit_p2_standard_rendezvous,transit_p2_viirs,transit_p2_sar_sentinel1,transit_p2_eo_sentinel2,transit_p2_eo_landsat_8_9,primary_area_p1_dark_rendezvous,primary_area_p1_fishing_activity_history,primary_area_p1_standard_rendezvous,primary_area_p1_viirs,primary_area_p1_sar_sentinel1,primary_area_p1_eo_sentinel2,primary_area_p1_eo_landsat_8_9,primary_area_p2_dark_rendezvous,primary_area_p2_fishing_activity_history,primary_area_p2_standard_rendezvous,primary_area_p2_viirs,primary_area_p2_sar_sentinel1,primary_area_p2_eo_sentinel2,primary_area_p2_eo_landsat_8_9,New_vessel
FUYUANYULENG15,412440252,8556548,CHN,BZU3K,1296,59.97,2013,,carrier,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,FALSE,2025-05-29T14:33:00Z,4.38,CHN,FUZHOU,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/38a823021-1c59-894f-6eda-98423873b493?&start=2025-05-27&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
,412440247,8557542,CHN,NA,857,52.07,2013,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,TRUE,2025-05-04T15:10:00Z,29.33,CHN,TAIZHOU,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/cf829230a-abd0-0a64-c929-70cfb927e24e?&start=2025-05-02&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
FU YUAN YU 8281,412549487,8573106,CHN,BZW1Z,1094,57.86,2020,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,FALSE,2025-03-31T05:31:00Z,63.75,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,84,153,https://globalfishingwatch.org/map/vessel/ab44b2173-3e08-51c7-30a6-5c80b493e68b?&start=2025-03-29&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549487,0,0,0,0,0,0,0,0,52,0,6,0,0,0,0,62,0,7,0,0,0,0,77,0,9,0,0,0,FALSE
FU YUAN YU 8282,412549488,8573118,CHN,BZW2Z,1094,57.86,2020,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,FALSE,2025-03-30T12:47:00Z,64.46,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,86,132,https://globalfishingwatch.org/map/vessel/1ab4dabcf-fd7e-f79d-10d0-8aa19023ca7a?&start=2025-03-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549488,0,0,0,0,0,0,0,2,41,0,3,0,0,0,2,56,0,3,0,0,0,3,67,0,7,0,0,0,FALSE
FU YUAN YU 8285,412549491,8573132,CHN,BZW5Z,1094,57.86,2020,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,FALSE,2025-03-30T14:09:00Z,64.38,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,3,90,128,https://globalfishingwatch.org/map/vessel/a55283248-86c3-36a8-0318-47c65a29aef0?&start=2025-03-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549491,0,0,0,0,0,0,0,1,33,0,1,0,0,0,1,41,1,2,0,0,0,1,45,3,4,0,0,0,FALSE
FU YUAN YU 8287,412549493,8573156,CHN,BZW7Z,1094,57.86,2020,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,FALSE,2025-03-30T04:16:00Z,64.79,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,2,88,132,https://globalfishingwatch.org/map/vessel/2d2b850bf-f0b7-e902-2ca4-3d0725dfd404?&start=2025-03-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549493,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,4,0,0,0,2,1,1,7,0,0,0,FALSE
FU YUAN YU8292,412549216,9900758,CHN,BZU6X,1099,57.86,2019,LU RONG YUAN YU 891,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,FALSE,2025-03-31T16:54:00Z,63.29,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,4,97,137,https://globalfishingwatch.org/map/vessel/65e26ce2b-b7cd-d55e-138e-311b1ef1f887?&start=2025-03-29&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549216,0,0,0,0,0,0,0,2,0,1,5,0,0,0,2,1,1,5,0,0,0,2,2,1,8,0,0,0,FALSE
FU YUAN YU8293,412549217,9900760,CHN,BZU7X,1099,57.86,2019,LU RONG YUAN YU 892,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,FALSE,2025-03-31T13:41:00Z,63.42,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,88,134,https://globalfishingwatch.org/map/vessel/7c987bd3f-f44c-7b2c-c31b-f049dc208671?&start=2025-03-29&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549217,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,4,0,0,0,0,2,0,7,0,0,0,FALSE
FUYUANYU8283,412549489,8573120,CHN,BZW3Z,1094,57.86,2020,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,FALSE,2025-03-30T11:50:00Z,64.5,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,2,93,127,https://globalfishingwatch.org/map/vessel/fafef5664-44b7-e789-5a28-82b1434f965a?&start=2025-03-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549489,0,0,0,0,0,0,0,0,41,0,5,0,0,0,0,51,0,5,0,0,0,0,62,0,7,0,0,0,FALSE
FUYUANYU8289,412549496,8573170,CHN,BZW9Z,1094,57.86,2020,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,FALSE,2025-03-31T06:11:00Z,63.71,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,2,98,116,https://globalfishingwatch.org/map/vessel/b03025fa9-98c5-323b-8273-81da1edeb5f6?&start=2025-03-29&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549496,0,0,0,0,0,0,0,2,39,2,4,0,0,0,2,50,2,5,0,0,0,2,69,3,7,0,0,0,FALSE
FUYUANYU8290,412549497,9929156,CHN,BZW4Z,1094,66.16,2021,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,FALSE,2025-03-31T04:26:00Z,63.79,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,2,88,106,https://globalfishingwatch.org/map/vessel/26876cd96-6cfa-b355-a348-63995ebf558f?&start=2025-03-29&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549497,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,2,0,12,0,0,0,2,2,0,13,0,0,0,FALSE
FUYUANYU8291,412549498,9929168,CHN,BZW1X,1094,66.16,2021,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,FALSE,2025-03-31T13:04:00Z,63.42,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,2,93,124,https://globalfishingwatch.org/map/vessel/f1b303084-4fd6-4063-f4f2-3340564bc307?&start=2025-03-29&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549498,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,2,8,0,0,0,0,2,5,10,0,0,0,FALSE
FUKUTOKUMARU NO.37,431700060,9066904,JPN,JQPE,379,56,1993,,drifting_longlines,"KESENNUMA, MIYAGI",JAPAN,FUKUTOKU GYOGYO KK,FUKUTOKU GYOGYO KK,JAPAN,FUKUTOKU GYOGYO KK,FUKUTOKU GYOGYO KK, ,,,,,,,,FALSE,2025-04-30T05:40:00Z,33.75,NCL,NOUMEA,FALSE,TRUE,TRUE,FALSE,0,22,51,https://globalfishingwatch.org/map/vessel/293f60d92-2ca9-ff2a-fcc2-b7cbad0b6933?&start=2025-04-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431700060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
FUKUYO MARU NO.5,431035000,9918389,JPN,7KIK,497,57.43,2021,,drifting_longlines,"KESENNUMA, MIYAGI",JAPAN, ,FUKUYO SUISAN KK,,FUKUYO SUISAN KK,FUKUYO SUISAN KK, ,,,,,,,,FALSE,2025-05-09T04:50:00Z,24.79,NCL,NOUMEA,FALSE,TRUE,TRUE,FALSE,0,8,38,https://globalfishingwatch.org/map/vessel/46431cc5f-f608-fa55-280c-dce1d97e15cc?&start=2025-05-07&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431035000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
FUKUYO MARU NO.7,432942000,9689859,JPN,7JPQ,436,57.41,2013,,set_longlines,"KESENNUMA, MIYAGI",JAPAN, ,FUKUYO SUISAN KK,,FUKUYO SUISAN KK,FUKUYO SUISAN KK, ,,,,,,,,FALSE,2025-05-30T20:03:00Z,3.13,AUS,TAROONA,FALSE,TRUE,TRUE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/15ddf6acd-d1c9-6a60-ec0c-0fecc61a4a0c?&start=2025-05-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/432942000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
FUYUANYU8645,412549374,9934577,CHN,BZW7V,1148,66.96,2021,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF", ,FUZHOU HONGLONG OCEAN FISHING,"CHINA, PEOPLE'S REPUBLIC OF",FUZHOU HONGLONG OCEAN FISHING,FUZHOU HONGLONG OCEAN FISHING, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,"[FU YUAN YU 8698, FU YUAN YU 558, FU YUAN YU 8641, FU YUAN YU 8645, FU YUAN YU 559, FU YUAN YU 8644, FU YUAN YU 005, FU YUAN YU 8647, FU YUAN YU 8653, FU YUAN YU 7866, MIN FUZHOU YU F009, FU YUAN YU YUN 991, FU YUAN YU 557, FU YUAN YU 7888, FU YUAN YU 8639, FU YUAN YU YUN 993, FU YUAN YU 8638, FU YUAN YU 8648, FU YUAN YU 7902, FU YUAN YU 7865, FU YUAN YU 8654, FU YUAN YU 8646, FU YUAN YU 8695, FU YUAN YU F91, FU YUAN YU 8652, FU YUAN YU 7889, FU YUAN YU 8651, FU YUAN YU 8650, FU YUAN YU 8661, HUALCOPO, FU YUAN YU F30, FU YUAN YU 8697, FU YUAN YU 8642, FU YUAN YU 8640, FU YUAN YU 8637, FU YUAN YU 8696, FU YUAN YU 8662, FU YUAN YU 008, FU YUAN YU 8635, FU YUAN YU 7900, FU YUAN YU 8660, FU YUAN YU 8649, FU YUAN YU 8643, FU YUAN YU 8636, FU YUAN YU 7901]",https://home.treasury.gov/news/press-releases/jy1152,FALSE,2025-04-13T05:11:00Z,50.75,CHN,TAIZHOU,FALSE,TRUE,TRUE,TRUE,1,56,88,https://globalfishingwatch.org/map/vessel/6b6ffb4c6-6807-c452-0b7e-db9f171e3b61?&start=2025-04-11&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,FALSE
FU YUAN YU8661,412440697,9870587,CHN,BZUW7,1101,58.74,2018,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF", ,FUZHOU HONGLONG OCEAN FISHING,"CHINA, PEOPLE'S REPUBLIC OF",FUZHOU HONGLONG OCEAN FISHING,FUZHOU HONGLONG OCEAN FISHING, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,"[FU YUAN YU 8698, FU YUAN YU 558, FU YUAN YU 8641, FU YUAN YU 8645, FU YUAN YU 559, FU YUAN YU 8644, FU YUAN YU 005, FU YUAN YU 8647, FU YUAN YU 8653, FU YUAN YU 7866, MIN FUZHOU YU F009, FU YUAN YU YUN 991, FU YUAN YU 557, FU YUAN YU 7888, FU YUAN YU 8639, FU YUAN YU YUN 993, FU YUAN YU 8638, FU YUAN YU 8648, FU YUAN YU 7902, FU YUAN YU 7865, FU YUAN YU 8654, FU YUAN YU 8646, FU YUAN YU 8695, FU YUAN YU F91, FU YUAN YU 8652, FU YUAN YU 7889, FU YUAN YU 8651, FU YUAN YU 8650, FU YUAN YU 8661, HUALCOPO, FU YUAN YU F30, FU YUAN YU 8697, FU YUAN YU 8642, FU YUAN YU 8640, FU YUAN YU 8637, FU YUAN YU 8696, FU YUAN YU 8662, FU YUAN YU 008, FU YUAN YU 8635, FU YUAN YU 7900, FU YUAN YU 8660, FU YUAN YU 8649, FU YUAN YU 8643, FU YUAN YU 8636, FU YUAN YU 7901]",https://home.treasury.gov/news/press-releases/jy1153,FALSE,2025-04-15T09:19:00Z,48.58,CHN,TAIZHOU,FALSE,TRUE,TRUE,TRUE,0,48,24,https://globalfishingwatch.org/map/vessel/959b1d382-2363-06eb-df28-0111e97c99f8?&start=2025-04-13&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
FUYUANYU 8637,412549365,9933729,CHN,BZ3VR,1148,66.96,2021,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF", ,FUZHOU HONGLONG OCEAN FISHING,"CHINA, PEOPLE'S REPUBLIC OF",FUZHOU HONGLONG OCEAN FISHING,FUZHOU HONGLONG OCEAN FISHING, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,"[FU YUAN YU 8698, FU YUAN YU 558, FU YUAN YU 8641, FU YUAN YU 8645, FU YUAN YU 559, FU YUAN YU 8644, FU YUAN YU 005, FU YUAN YU 8647, FU YUAN YU 8653, FU YUAN YU 7866, MIN FUZHOU YU F009, FU YUAN YU YUN 991, FU YUAN YU 557, FU YUAN YU 7888, FU YUAN YU 8639, FU YUAN YU YUN 993, FU YUAN YU 8638, FU YUAN YU 8648, FU YUAN YU 7902, FU YUAN YU 7865, FU YUAN YU 8654, FU YUAN YU 8646, FU YUAN YU 8695, FU YUAN YU F91, FU YUAN YU 8652, FU YUAN YU 7889, FU YUAN YU 8651, FU YUAN YU 8650, FU YUAN YU 8661, HUALCOPO, FU YUAN YU F30, FU YUAN YU 8697, FU YUAN YU 8642, FU YUAN YU 8640, FU YUAN YU 8637, FU YUAN YU 8696, FU YUAN YU 8662, FU YUAN YU 008, FU YUAN YU 8635, FU YUAN YU 7900, FU YUAN YU 8660, FU YUAN YU 8649, FU YUAN YU 8643, FU YUAN YU 8636, FU YUAN YU 7901]",https://home.treasury.gov/news/press-releases/jy1154,FALSE,2025-04-15T04:55:00Z,48.79,CHN,TAIZHOU,FALSE,TRUE,TRUE,TRUE,1,56,81,https://globalfishingwatch.org/map/vessel/b4d874293-3ef4-b50f-9986-e56e676e296e?&start=2025-04-13&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,FALSE
FUYUANYU 8638,412549366,9933731,CHN,BZW6V,1148,66.96,2021,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF", ,FUZHOU HONGLONG OCEAN FISHING,"CHINA, PEOPLE'S REPUBLIC OF",FUZHOU HONGLONG OCEAN FISHING,FUZHOU HONGLONG OCEAN FISHING, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,"[FU YUAN YU 8698, FU YUAN YU 558, FU YUAN YU 8641, FU YUAN YU 8645, FU YUAN YU 559, FU YUAN YU 8644, FU YUAN YU 005, FU YUAN YU 8647, FU YUAN YU 8653, FU YUAN YU 7866, MIN FUZHOU YU F009, FU YUAN YU YUN 991, FU YUAN YU 557, FU YUAN YU 7888, FU YUAN YU 8638, FU YUAN YU YUN 993, FU YUAN YU 8639, FU YUAN YU 8648, FU YUAN YU 7902, FU YUAN YU 7865, FU YUAN YU 8654, FU YUAN YU 8646, FU YUAN YU 8695, FU YUAN YU F91, FU YUAN YU 8652, FU YUAN YU 7889, FU YUAN YU 8651, FU YUAN YU 8650, FU YUAN YU 8661, HUALCOPO, FU YUAN YU F30, FU YUAN YU 8697, FU YUAN YU 8642, FU YUAN YU 8640, FU YUAN YU 8637, FU YUAN YU 8696, FU YUAN YU 8662, FU YUAN YU 008, FU YUAN YU 8635, FU YUAN YU 7900, FU YUAN YU 8660, FU YUAN YU 8649, FU YUAN YU 8643, FU YUAN YU 8636, FU YUAN YU 7901]",https://home.treasury.gov/news/press-releases/jy1154,FALSE,2025-04-13T09:34:00Z,50.58,CHN,TAIZHOU,FALSE,TRUE,TRUE,TRUE,2,55,56,https://globalfishingwatch.org/map/vessel/d9bc7809f-f1ce-4fa1-82ed-2f6e434eaa17?&start=2025-04-11&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,2,0,0,0,FALSE
FUYUANYU 8639,412549367,9934515,CHN,BZ5VH,1148,66.96,2021,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF", ,FUZHOU HONGLONG OCEAN FISHING,"CHINA, PEOPLE'S REPUBLIC OF",FUZHOU HONGLONG OCEAN FISHING,FUZHOU HONGLONG OCEAN FISHING, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,"[FU YUAN YU 8698, FU YUAN YU 558, FU YUAN YU 8641, FU YUAN YU 8645, FU YUAN YU 559, FU YUAN YU 8644, FU YUAN YU 005, FU YUAN YU 8647, FU YUAN YU 8653, FU YUAN YU 7866, MIN FUZHOU YU F009, FU YUAN YU YUN 991, FU YUAN YU 557, FU YUAN YU 7888, FU YUAN YU 8638, FU YUAN YU YUN 993, FU YUAN YU 8639, FU YUAN YU 8648, FU YUAN YU 7902, FU YUAN YU 7865, FU YUAN YU 8654, FU YUAN YU 8646, FU YUAN YU 8695, FU YUAN YU F91, FU YUAN YU 8652, FU YUAN YU 7889, FU YUAN YU 8651, FU YUAN YU 8650, FU YUAN YU 8661, HUALCOPO, FU YUAN YU F30, FU YUAN YU 8697, FU YUAN YU 8642, FU YUAN YU 8640, FU YUAN YU 8637, FU YUAN YU 8696, FU YUAN YU 8662, FU YUAN YU 008, FU YUAN YU 8635, FU YUAN YU 7900, FU YUAN YU 8660, FU YUAN YU 8649, FU YUAN YU 8643, FU YUAN YU 8636, FU YUAN YU 7901]",https://home.treasury.gov/news/press-releases/jy1154,FALSE,2025-04-10T06:55:00Z,53.71,CHN,SONGMEN,FALSE,TRUE,TRUE,TRUE,2,76,92,https://globalfishingwatch.org/map/vessel/0fa812511-131a-c5e2-fc07-02ec71b41e54?&start=2025-04-08&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,FALSE
FUYUANYU 8640,412549368,9934527,CHN,BZ6VH,1148,66.96,2021,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF", ,FUZHOU HONGLONG OCEAN FISHING,"CHINA, PEOPLE'S REPUBLIC OF",FUZHOU HONGLONG OCEAN FISHING,FUZHOU HONGLONG OCEAN FISHING, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,"[FU YUAN YU 8698, FU YUAN YU 558, FU YUAN YU 8641, FU YUAN YU 8645, FU YUAN YU 559, FU YUAN YU 8644, FU YUAN YU 005, FU YUAN YU 8647, FU YUAN YU 8653, FU YUAN YU 7866, MIN FUZHOU YU F009, FU YUAN YU YUN 991, FU YUAN YU 557, FU YUAN YU 7888, FU YUAN YU 8638, FU YUAN YU YUN 993, FU YUAN YU 8639, FU YUAN YU 8648, FU YUAN YU 7902, FU YUAN YU 7865, FU YUAN YU 8654, FU YUAN YU 8646, FU YUAN YU 8695, FU YUAN YU F91, FU YUAN YU 8652, FU YUAN YU 7889, FU YUAN YU 8651, FU YUAN YU 8650, FU YUAN YU 8661, HUALCOPO, FU YUAN YU F30, FU YUAN YU 8697, FU YUAN YU 8642, FU YUAN YU 8640, FU YUAN YU 8637, FU YUAN YU 8696, FU YUAN YU 8662, FU YUAN YU 008, FU YUAN YU 8635, FU YUAN YU 7900, FU YUAN YU 8660, FU YUAN YU 8649, FU YUAN YU 8643, FU YUAN YU 8636, FU YUAN YU 7901]",https://home.treasury.gov/news/press-releases/jy1154,FALSE,2025-04-10T06:53:00Z,53.71,CHN,SONGMEN,FALSE,TRUE,TRUE,TRUE,1,63,81,https://globalfishingwatch.org/map/vessel/36dc0d122-27d5-9365-db3f-a550776d8e2d?&start=2025-04-08&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549368,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,FALSE
